chr	start	end	silencer
chr7	156842275	156842475	1
chr7	134763695	134763895	1
chr15	48558335	48558535	1
chr8	30869485	30869685	1
chr16	66985555	66985755	1
chr7	155827075	155827275	1
chr1	18610476	18610676	1
chr3	9524915	9525115	1
chr19	42985055	42985255	1
chr14	44673486	44673686	1
chr1	9175695	9175895	1
chr12	53206605	53206805	1
chr6	7281975	7282175	1
chr1	242097055	242097255	1
chr1	10414055	10414255	1
chr3	44403705	44403905	1
chr6	70977275	70977475	1
chr2	183657285	183657485	1
chr1	227983635	227983835	1
chr6	17193536	17193736	1
chr6	137149476	137149676	1
chr12	53997676	53997876	1
chr16	27433355	27433555	1
chr1	231072755	231072955	1
chr10	70114335	70114535	1
chr6	125299796	125299996	1
chr5	64273856	64274056	1
chr5	79350615	79350815	1
chr11	91271596	91271796	1
chr11	32596055	32596255	1
chr18	29481095	29481295	1
chr5	141480756	141480956	1
chrX	31863196	31863396	1
chr6	144458216	144458416	1
chr2	176123780	176123980	1
chr21	20614196	20614396	1
chr6	68304336	68304536	1
chr8	126790016	126790216	1
chr15	82261095	82261295	1
chr9	625816	626016	1
chr6	35876595	35876795	1
chr12	113593475	113593675	1
chr1	236145375	236145575	1
chr7	139697875	139698075	1
chr6	709255	709455	1
chr5	18921156	18921356	1
chr20	46081896	46082096	1
chr7	151933355	151933555	1
chrX	54350375	54350575	1
chr16	16877746	16877946	1
chr7	21378376	21378576	1
chr2	156905575	156905775	1
chr17	47420706	47420906	1
chr16	27094115	27094315	1
chr9	130918595	130918795	1
chr20	23212856	23213056	1
chr5	147816936	147817136	1
chr17	1459596	1459796	1
chr1	187377916	187378116	1
chr12	102643476	102643676	1
chr1	10321875	10322075	1
chr3	50137876	50138076	1
chr1	212231275	212231475	1
chr19	4242095	4242295	1
chr12	119901196	119901396	1
chr17	45139076	45139276	1
chr8	57183295	57183495	1
chr3	145828046	145828246	1
chr12	28434155	28434355	1
chr7	136879136	136879336	1
chr2	21448875	21449075	1
chr12	128207986	128208186	1
chr17	64375715	64375915	1
chr4	165380876	165381076	1
chr7	135957835	135958035	1
chr2	42115975	42116175	1
chr1	185853516	185853716	1
chr5	81810555	81810755	1
chr11	92209676	92209876	1
chr14	78050195	78050395	1
chr17	37472216	37472416	1
chr1	67450256	67450456	1
chr1	70719606	70719806	1
chr10	66560456	66560656	1
chr6	106272756	106272956	1
chr10	67326696	67326896	1
chr6	35064275	35064475	1
chr2	182808935	182809135	1
chr11	6222835	6223035	1
chr5	108529536	108529736	1
chr17	45478536	45478736	1
chr8	141513295	141513495	1
chr1	211058155	211058355	1
chr18	29712015	29712215	1
chr10	4170355	4170555	1
chr22	31399096	31399296	1
chr19	12400156	12400356	1
chr4	188297825	188298025	1
chr12	127526696	127526896	1
chr5	65236896	65237096	1
chr3	152591176	152591376	1
chr2	122950035	122950235	1
chrX	9408288	9408488	1
chr6	111748596	111748796	1
chr3	107902146	107902346	1
chr10	100634106	100634306	1
chr3	125476996	125477196	1
chr1	145637836	145638036	1
chr2	18717435	18717635	1
chr2	95410855	95411055	1
chr12	50119196	50119396	1
chr2	150939955	150940155	1
chr17	35818996	35819196	1
chr10	135521695	135521895	1
chr1	52944835	52945035	1
chr2	227520656	227520856	1
chr12	79212336	79212536	1
chr6	157859405	157859605	1
chr3	178037755	178037955	1
chr6	169633375	169633575	1
chr6	41338335	41338535	1
chr6	152492256	152492456	1
chr11	89900876	89901076	1
chr19	8617735	8617935	1
chr1	16234075	16234275	1
chr2	228472736	228472936	1
chr7	130905795	130905995	1
chr11	15995615	15995815	1
chr2	24773276	24773476	1
chr17	49213576	49213776	1
chr6	17610855	17611055	1
chr18	44553100	44553300	1
chr5	100004336	100004536	1
chr3	87422916	87423116	1
chr17	1874275	1874475	1
chr12	24326055	24326255	1
chr11	86607535	86607735	1
chr6	157377535	157377735	1
chr18	44547220	44547420	1
chr6	74213276	74213476	1
chr7	92412075	92412275	1
chr12	79758036	79758236	1
chr15	28502376	28502576	1
chr5	40864795	40864995	1
chr11	3766476	3766676	1
chr11	16621835	16622035	1
chr6	14930855	14931055	1
chr1	191003296	191003496	1
chr16	31527756	31527956	1
chr12	7709936	7710136	1
chr2	185021955	185022155	1
chr7	91767156	91767356	1
chr19	7222175	7222375	1
chr5	119424176	119424376	1
chr6	8031336	8031536	1
chr6	15194176	15194376	1
chr2	232471955	232472155	1
chr2	27017575	27017775	1
chr1	26583815	26584015	1
chr6	41071995	41072195	1
chr1	224462515	224462715	1
chr3	48833916	48834116	1
chr16	77214576	77214776	1
chr1	178460315	178460515	1
chr22	21850875	21851075	1
chr11	134086215	134086415	1
chr1	191930836	191931036	1
chr6	15535275	15535475	1
chr14	84865096	84865296	1
chr15	40968496	40968696	1
chr1	180281075	180281275	1
chr5	138499816	138500016	1
chr1	30818655	30818855	1
chr6	111944755	111944955	1
chr17	63538775	63538975	1
chr17	57070858	57071058	1
chr4	75481875	75482075	1
chr1	237188815	237189015	1
chr1	196654776	196654976	1
chr11	18299060	18299260	1
chr3	118258926	118259126	1
chr2	86371135	86371335	1
chr6	30233995	30234195	1
chr2	99551855	99552055	1
chr19	38920316	38920516	1
chr12	7411706	7411906	1
chr11	98460846	98461046	1
chr11	88046056	88046256	1
chr1	190919256	190919456	1
chr7	8080736	8080936	1
chr2	12290075	12290275	1
chr4	80819835	80820035	1
chr4	165668016	165668216	1
chr3	52606316	52606516	1
chr5	27048736	27048936	1
chr7	13668466	13668666	1
chr12	42874565	42874765	1
chr1	190412796	190412996	1
chr17	8347906	8348106	1
chr3	76926736	76926936	1
chr7	38072316	38072516	1
chr8	121094776	121094976	1
chr1	180751016	180751216	1
chr10	70074155	70074355	1
chr12	32510615	32510815	1
chr1	196983016	196983216	1
chr1	25465640	25465840	1
chr10	17140115	17140315	1
chr3	154003136	154003336	1
chr7	157854340	157854540	1
chr7	106393335	106393535	1
chr2	188546215	188546415	1
chr20	52501755	52501955	1
chr9	97227135	97227335	1
chr14	105037775	105037975	1
chr8	129911596	129911796	1
chr1	156272756	156272956	1
chr12	23965135	23965335	1
chr7	86698015	86698215	1
chr6	142379156	142379356	1
chr11	3094295	3094495	1
chr14	47683116	47683316	1
chr9	34028076	34028276	1
chr9	27080856	27081056	1
chr6	123685096	123685296	1
chr4	97349736	97349936	1
chr19	54847415	54847615	1
chr10	63301825	63302025	1
chr12	64832036	64832236	1
chr1	222272116	222272316	1
chr14	21294795	21294995	1
chr21	30946475	30946675	1
chr8	15746616	15746816	1
chr2	189098676	189098876	1
chr4	102898296	102898496	1
chr1	174981795	174981995	1
chr2	44609616	44609816	1
chr3	20182635	20182835	1
chr17	44221195	44221395	1
chr7	155578855	155579055	1
chr6	155113556	155113756	1
chr16	79373855	79374055	1
chr1	189624076	189624276	1
chr6	35651035	35651235	1
chr8	69024195	69024395	1
chr14	104155596	104155796	1
chr9	134847225	134847425	1
chr10	127100376	127100576	1
chr9	73129355	73129555	1
chr2	30848235	30848435	1
chr3	77105166	77105366	1
chr3	17724135	17724335	1
chr20	61511860	61512060	1
chr12	49295195	49295395	1
chr11	124846915	124847115	1
chr11	69338235	69338435	1
chr1	146987895	146988095	1
chr1	9542895	9543095	1
chr7	12345175	12345375	1
chr4	129002755	129002955	1
chr1	248584745	248584945	1
chr10	82655375	82655575	1
chr7	107312375	107312575	1
chr1	227784795	227784995	1
chr10	2252476	2252676	1
chr22	30961416	30961616	1
chr1	41472695	41472895	1
chr2	32414156	32414356	1
chr5	64130275	64130475	1
chr12	71995175	71995375	1
chr1	109997275	109997475	1
chr21	48095896	48096096	1
chr19	898776	898976	1
chr19	9818816	9819016	1
chr1	19955355	19955555	1
chr12	115410516	115410716	1
chr5	127349236	127349436	1
chr11	34433416	34433616	1
chr7	145333726	145333926	1
chr10	22177815	22178015	1
chr2	50824446	50824646	1
chr7	107915025	107915225	1
chr1	195110496	195110696	1
chr3	82806016	82806216	1
chr19	603788	603988	1
chr12	76982935	76983135	1
chr4	97598696	97598896	1
chr10	67030716	67030916	1
chr9	37062425	37062625	1
chr11	129976076	129976276	1
chr20	36583115	36583315	1
chr12	70285115	70285315	1
chr2	82567716	82567916	1
chr2	176687975	176688175	1
chr3	138766540	138766740	1
chr14	101799775	101799975	1
chr3	72422215	72422415	1
chr7	127599935	127600135	1
chr7	148291015	148291215	1
chr12	128471846	128472046	1
chr8	141247895	141248095	1
chr2	58232955	58233155	1
chr20	6304556	6304756	1
chr17	42644536	42644736	1
chr7	64725575	64725775	1
chr11	71572696	71572896	1
chr5	149816955	149817155	1
chr8	53258116	53258316	1
chr3	123580036	123580236	1
chr17	6126646	6126846	1
chr19	3494140	3494340	1
chr6	68792076	68792276	1
chr7	75237676	75237876	1
chr5	80121706	80121906	1
chr17	78530876	78531076	1
chr6	28470635	28470835	1
chr21	15227016	15227216	1
chr1	33037616	33037816	1
chr12	121855756	121855956	1
chr11	86214945	86215145	1
chr1	31907935	31908135	1
chr7	29367716	29367916	1
chr12	5849076	5849276	1
chr3	126020076	126020276	1
chr17	54995255	54995455	1
chr6	136788255	136788455	1
chr3	177307735	177307935	1
chr14	20847695	20847895	1
chr5	79971356	79971556	1
chr20	17519276	17519476	1
chr6	144187615	144187815	1
chr7	91181675	91181875	1
chr12	42562996	42563196	1
chr18	55366076	55366276	1
chr12	13654396	13654596	1
chr4	142788916	142789116	1
chr20	34015536	34015736	1
chr15	34879155	34879355	1
chr18	34091955	34092155	1
chr3	67599636	67599836	1
chr7	91766936	91767136	1
chr17	37360455	37360655	1
chr4	134450916	134451116	1
chr7	140724655	140724855	1
chr7	9056536	9056736	1
chr4	155110595	155110795	1
chr7	12262636	12262836	1
chr3	182951696	182951896	1
chr6	95969786	95969986	1
chr12	31262886	31263086	1
chr19	47723276	47723476	1
chr5	60523535	60523735	1
chr1	109988955	109989155	1
chr17	53149716	53149916	1
chr10	70234096	70234296	1
chr7	66127976	66128176	1
chr6	50747575	50747775	1
chr7	133053995	133054195	1
chr8	94321896	94322096	1
chr7	131824395	131824595	1
chr19	5893315	5893515	1
chr6	148685795	148685995	1
chr9	124999615	124999815	1
chr7	151532575	151532775	1
chr17	31026348	31026548	1
chr16	59046356	59046556	1
chr11	129919315	129919515	1
chr1	231764055	231764255	1
chr1	190915366	190915566	1
chr8	74594026	74594226	1
chr3	197174775	197174975	1
chr17	34426726	34426926	1
chr2	194028856	194029056	1
chr6	5007795	5007995	1
chr1	188812456	188812656	1
chr11	5755395	5755595	1
chr17	33422016	33422216	1
chr12	127685466	127685666	1
chr6	108985600	108985800	1
chr14	66619056	66619256	1
chr2	187753635	187753835	1
chr17	34219015	34219215	1
chr2	64332145	64332345	1
chr22	16953575	16953775	1
chr5	40865155	40865355	1
chr7	24829195	24829395	1
chr1	169495845	169496045	1
chr2	205403736	205403936	1
chr2	113040096	113040296	1
chr18	12528556	12528756	1
chr20	60527156	60527356	1
chr5	162730816	162731016	1
chr6	157454815	157455015	1
chr10	70808716	70808916	1
chr6	123932016	123932216	1
chr11	66342556	66342756	1
chr11	77365816	77366016	1
chr10	16898245	16898445	1
chr12	120845495	120845695	1
chr10	67026476	67026676	1
chr5	137599175	137599375	1
chr1	24831175	24831375	1
chr1	54050915	54051115	1
chr15	32424280	32424480	1
chr1	191480216	191480416	1
chr8	48960656	48960856	1
chr2	182713175	182713375	1
chr12	11220216	11220416	1
chr6	104910796	104910996	1
chr18	24021375	24021575	1
chr12	28176215	28176415	1
chr11	86907676	86907876	1
chr5	137031155	137031355	1
chr3	136746726	136746926	1
chr1	8367735	8367935	1
chr7	146478515	146478715	1
chr5	141561135	141561335	1
chr9	43445936	43446136	1
chr3	75334736	75334936	1
chr16	74591456	74591656	1
chr3	21698875	21699075	1
chr9	117367035	117367235	1
chr2	98242296	98242496	1
chr2	135393155	135393355	1
chr1	192134235	192134435	1
chr5	55840915	55841115	1
chr6	123850776	123850976	1
chr2	41953796	41953996	1
chr17	21555320	21555520	1
chr3	177170255	177170455	1
chr17	5129396	5129596	1
chr10	3727185	3727385	1
chr12	94642455	94642655	1
chr3	3000515	3000715	1
chr12	19245436	19245636	1
chr14	93234555	93234755	1
chr1	29720975	29721175	1
chr12	34250316	34250516	1
chr5	89054096	89054296	1
chr12	73389516	73389716	1
chr15	42810336	42810536	1
chr6	7374095	7374295	1
chr17	76857180	76857380	1
chr22	21004540	21004740	1
chr11	34350935	34351135	1
chr11	95199335	95199535	1
chr17	74077175	74077375	1
chr2	128533815	128534015	1
chr7	99457895	99458095	1
chr7	140446635	140446835	1
chr7	66688636	66688836	1
chr11	1421335	1421535	1
chr7	145168395	145168595	1
chr9	86424136	86424336	1
chr12	1378236	1378436	1
chr1	90868776	90868976	1
chr6	70428496	70428696	1
chr1	244787655	244787855	1
chr10	65444836	65445036	1
chr21	30161835	30162035	1
chr15	31132095	31132295	1
chr8	67742536	67742736	1
chr1	43210855	43211055	1
chr7	130286875	130287075	1
chr12	93367435	93367635	1
chr6	84548546	84548746	1
chr19	34943896	34944096	1
chr7	679896	680096	1
chr10	17386296	17386496	1
chr12	44255736	44255936	1
chr8	57119195	57119395	1
chr5	145890195	145890395	1
chr1	242057395	242057595	1
chr16	4509536	4509736	1
chr1	7032460	7032660	1
chr2	80417976	80418176	1
chr6	32430415	32430615	1
chr5	107638876	107639076	1
chr11	66416805	66417005	1
chr2	227558436	227558636	1
chr6	167893695	167893895	1
chr16	28861416	28861616	1
chr7	7617636	7617836	1
chr3	6612895	6613095	1
chr17	73380816	73381016	1
chr14	104998155	104998355	1
chr1	212917155	212917355	1
chr1	200712475	200712675	1
chr11	113981955	113982155	1
chr5	134833795	134833995	1
chr17	60384616	60384816	1
chr7	13030156	13030356	1
chr1	194356236	194356436	1
chr12	133283896	133284096	1
chr10	15756435	15756635	1
chr1	195511156	195511356	1
chr6	15842615	15842815	1
chr2	159059275	159059475	1
chr22	40736196	40736396	1
chr11	10639065	10639265	1
chr18	23174395	23174595	1
chr5	58357256	58357456	1
chr6	7631655	7631855	1
chr3	24010335	24010535	1
chr10	96342998	96343198	1
chr1	14435595	14435795	1
chr4	36758996	36759196	1
chr20	60538996	60539196	1
chr7	65930400	65930600	1
chr1	154334536	154334736	1
chr3	86963896	86964096	1
chr11	67355526	67355726	1
chr3	172600445	172600645	1
chr16	50072295	50072495	1
chr5	103248956	103249156	1
chr15	102445595	102445795	1
chr1	117489855	117490055	1
chr3	128546866	128547066	1
chr7	132279275	132279475	1
chr10	5205596	5205796	1
chr12	49094535	49094735	1
chr1	215798665	215798865	1
chr11	69652795	69652995	1
chrX	134068055	134068255	1
chr1	203379295	203379495	1
chr22	20458020	20458220	1
chr1	101710955	101711155	1
chr9	108167755	108167955	1
chr6	74054615	74054815	1
chr8	110144616	110144816	1
chr16	50203656	50203856	1
chr7	145615535	145615735	1
chr12	66262715	66262915	1
chr15	34549715	34549915	1
chr19	3818760	3818960	1
chr7	150874875	150875075	1
chr7	97963456	97963656	1
chrX	150827435	150827635	1
chr19	352035	352235	1
chr1	25707735	25707935	1
chr10	15826035	15826235	1
chr22	22151815	22152015	1
chr10	66390395	66390595	1
chr1	1127175	1127375	1
chr5	29759416	29759616	1
chr20	1256515	1256715	1
chr6	99714935	99715135	1
chr10	70636375	70636575	1
chr1	46704615	46704815	1
chr11	110836	111036	1
chr10	88772055	88772255	1
chr2	122979395	122979595	1
chr8	90866946	90867146	1
chr15	58664115	58664315	1
chr16	66807335	66807535	1
chr7	46155076	46155276	1
chr6	105150266	105150466	1
chr6	43501040	43501240	1
chr6	375020	375220	1
chr11	18688575	18688775	1
chr12	70406535	70406735	1
chr8	31268836	31269036	1
chr1	195275636	195275836	1
chr19	4226505	4226705	1
chr12	51306236	51306436	1
chr5	169980655	169980855	1
chr18	27757116	27757316	1
chr1	153362556	153362756	1
chr10	45248815	45249015	1
chr4	157168716	157168916	1
chr1	190005916	190006116	1
chr10	31328056	31328256	1
chr11	47610760	47610960	1
chr11	126101675	126101875	1
chr17	8368836	8369036	1
chr12	27209035	27209235	1
chr3	172543036	172543236	1
chr6	47181955	47182155	1
chr6	149570995	149571195	1
chr12	109729035	109729235	1
chr20	9199376	9199576	1
chr6	111147616	111147816	1
chr7	105876605	105876805	1
chr17	54673235	54673435	1
chr21	44748335	44748535	1
chr6	154651655	154651855	1
chr11	73140465	73140665	1
chr7	131094635	131094835	1
chr2	188270215	188270415	1
chr9	123131135	123131335	1
chr20	51765755	51765955	1
chr6	108528236	108528436	1
chr5	95419015	95419215	1
chr19	51493715	51493915	1
chr9	101028235	101028435	1
chr1	211705515	211705715	1
chr17	4629016	4629216	1
chr1	10339215	10339415	1
chr6	149575635	149575835	1
chr6	147671955	147672155	1
chr3	130246536	130246736	1
chr11	133256266	133256466	1
chr17	60651176	60651376	1
chr3	45456295	45456495	1
chr6	51207436	51207636	1
chr3	15196595	15196795	1
chr17	45487436	45487636	1
chr17	58700916	58701116	1
chr6	36518515	36518715	1
chr9	69013215	69013415	1
chr1	120160055	120160255	1
chr1	191195436	191195636	1
chrX	43308256	43308456	1
chr6	8392896	8393096	1
chr6	11127265	11127465	1
chr2	61917415	61917615	1
chrX	85243456	85243656	1
chr22	38927736	38927936	1
chr7	145397035	145397235	1
chr1	213582595	213582795	1
chr16	50073955	50074155	1
chr3	155511215	155511415	1
chr19	10646376	10646576	1
chr11	7542815	7543015	1
chr7	106391295	106391495	1
chr1	246829475	246829675	1
chr7	136403956	136404156	1
chr1	190736046	190736246	1
chr1	35373278	35373478	1
chr7	32461556	32461756	1
chr1	191132856	191133056	1
chr2	62356735	62356935	1
chr1	25840315	25840515	1
chr2	58107675	58107875	1
chr1	51876555	51876755	1
chr7	158209075	158209275	1
chr6	168048375	168048575	1
chr11	77291916	77292116	1
chr18	57926376	57926576	1
chr8	63749116	63749316	1
chr11	20406456	20406656	1
chr4	149341616	149341816	1
chr12	5997536	5997736	1
chr6	35737155	35737355	1
chr1	45355816	45356016	1
chr7	411940	412140	1
chr1	186187975	186188175	1
chr7	143347015	143347215	1
chr6	144581815	144582015	1
chr2	174482615	174482815	1
chr3	57373356	57373556	1
chr3	48997266	48997466	1
chr8	92131796	92131996	1
chr1	52252615	52252815	1
chr14	68382416	68382616	1
chr20	58179216	58179416	1
chr19	1547506	1547706	1
chr6	97400696	97400896	1
chr8	19646376	19646576	1
chr1	52254295	52254495	1
chr1	230067195	230067395	1
chr16	70019216	70019416	1
chr19	3273395	3273595	1
chr3	47863595	47863795	1
chr2	180686335	180686535	1
chr2	216056296	216056496	1
chr1	70837376	70837576	1
chr5	104573536	104573736	1
chr1	77309635	77309835	1
chr12	99111495	99111695	1
chr7	13600156	13600356	1
chr12	93163015	93163215	1
chr11	2987556	2987756	1
chr5	108491436	108491636	1
chr7	139508355	139508555	1
chr12	27027515	27027715	1
chr7	144570515	144570715	1
chr11	15607655	15607855	1
chr11	66842865	66843065	1
chr6	15176476	15176676	1
chr8	27977695	27977895	1
chr12	88812976	88813176	1
chr8	40869896	40870096	1
chr11	91619736	91619936	1
chr6	167286115	167286315	1
chr20	10809016	10809216	1
chr8	42838396	42838596	1
chr6	6125815	6126015	1
chr7	139751555	139751755	1
chr20	48988716	48988916	1
chr15	61697036	61697236	1
chr12	113503116	113503316	1
chr10	113835056	113835256	1
chr3	154936345	154936545	1
chr3	196804185	196804385	1
chr1	54994235	54994435	1
chr15	97720356	97720556	1
chr1	194159295	194159495	1
chr1	189969016	189969216	1
chr7	136796256	136796456	1
chr3	73104806	73105006	1
chr11	94814295	94814495	1
chr6	145127436	145127636	1
chr1	236716335	236716535	1
chr11	82391376	82391576	1
chr11	98542116	98542316	1
chr16	83888095	83888295	1
chr5	159620440	159620640	1
chr17	80545395	80545595	1
chr12	88642516	88642716	1
chr7	19376576	19376776	1
chr7	123999416	123999616	1
chr6	45236976	45237176	1
chr5	21225806	21226006	1
chr1	35851736	35851936	1
chr6	159307835	159308035	1
chr9	99364975	99365175	1
chr7	47280815	47281015	1
chr20	30665105	30665305	1
chr12	27432805	27433005	1
chr2	38936956	38937156	1
chr3	107672676	107672876	1
chr1	30328736	30328936	1
chr6	36712710	36712910	1
chr7	148237216	148237416	1
chr1	115245455	115245655	1
chr12	76036035	76036235	1
chr5	115427215	115427415	1
chr8	53508715	53508915	1
chr15	41541095	41541295	1
chr8	67501515	67501715	1
chr4	36614876	36615076	1
chr12	28355335	28355535	1
chr6	89616956	89617156	1
chr3	157883415	157883615	1
chr19	2670320	2670520	1
chr17	74808475	74808675	1
chr20	6569076	6569276	1
chr6	125353056	125353256	1
chr5	82559776	82559976	1
chr15	51323135	51323335	1
chr10	6157855	6158055	1
chr3	32652015	32652215	1
chr3	32965735	32965935	1
chr12	32926775	32926975	1
chr6	106228375	106228575	1
chr20	52350655	52350855	1
chr10	23701175	23701375	1
chr5	41974175	41974375	1
chr19	17869336	17869536	1
chr11	134083775	134083975	1
chr11	14877586	14877786	1
chr1	77436836	77437036	1
chr12	8015336	8015536	1
chr1	174271535	174271735	1
chr18	22601435	22601635	1
chr15	41398795	41398995	1
chr11	71853500	71853700	1
chr1	202399335	202399535	1
chr14	89232656	89232856	1
chr6	51217566	51217766	1
chr19	4071716	4071916	1
chr1	59977696	59977896	1
chr7	10717406	10717606	1
chr8	1151120	1151320	1
chr2	15183175	15183375	1
chr10	93195076	93195276	1
chr3	48801356	48801556	1
chr10	70060495	70060695	1
chr3	165927576	165927776	1
chr2	27972035	27972235	1
chr2	28558935	28559135	1
chr3	36619976	36620176	1
chr7	9660696	9660896	1
chr1	46478196	46478396	1
chr2	15775935	15776135	1
chr2	38572235	38572435	1
chr9	136966435	136966635	1
chr19	34726936	34727136	1
chr1	61854836	61855036	1
chr1	190793176	190793376	1
chr7	9806976	9807176	1
chr12	22999955	23000155	1
chr3	170557455	170557655	1
chr2	188698255	188698455	1
chr12	96232096	96232296	1
chr11	91856876	91857076	1
chr15	38575366	38575566	1
chr1	194396276	194396476	1
chr18	47164886	47165086	1
chr1	195500856	195501056	1
chr19	14032355	14032555	1
chr1	242037875	242038075	1
chr7	139745995	139746195	1
chrX	124228876	124229076	1
chr19	43057596	43057796	1
chr7	124013896	124014096	1
chr8	79703356	79703556	1
chr6	110814615	110814815	1
chr6	143050195	143050395	1
chr1	180668036	180668236	1
chr6	36539535	36539735	1
chr15	90980296	90980496	1
chr11	71857735	71857935	1
chr3	197383155	197383355	1
chr20	45678515	45678715	1
chr6	10082705	10082905	1
chr14	22014135	22014335	1
chr3	39760435	39760635	1
chr1	208480935	208481135	1
chr7	157644585	157644785	1
chr12	34270876	34271076	1
chr8	19833356	19833556	1
chr17	65024840	65025040	1
chr2	182796855	182797055	1
chr6	52826836	52827036	1
chr5	114771756	114771956	1
chr19	2140516	2140716	1
chr3	194160055	194160255	1
chr8	106196736	106196936	1
chr11	110292455	110292655	1
chr20	52332075	52332275	1
chr1	194898596	194898796	1
chr8	22281586	22281786	1
chr5	73392736	73392936	1
chr1	9771355	9771555	1
chr22	32323096	32323296	1
chr6	36601235	36601435	1
chr2	136718295	136718495	1
chr1	202344575	202344775	1
chr16	69392485	69392685	1
chr15	101128955	101129155	1
chr14	78134756	78134956	1
chr3	152944856	152945056	1
chr19	468575	468775	1
chr8	26046675	26046875	1
chr8	125352866	125353066	1
chr3	77037356	77037556	1
chr11	86305855	86306055	1
chr21	47868876	47869076	1
chr11	98605236	98605436	1
chr8	58790255	58790455	1
chr12	57054255	57054455	1
chr3	72655276	72655476	1
chr7	63970035	63970235	1
chr12	43454636	43454836	1
chr12	24001555	24001755	1
chr17	78350356	78350556	1
chr10	116031516	116031716	1
chr11	3757096	3757296	1
chr5	177187996	177188196	1
chr1	181215535	181215735	1
chr7	63783296	63783496	1
chr11	70797616	70797816	1
chr18	23864255	23864455	1
chr1	189779896	189780096	1
chr15	45272276	45272476	1
chr3	197694476	197694676	1
chr20	46218436	46218636	1
chr11	492756	492956	1
chr4	23236476	23236676	1
chrX	85218876	85219076	1
chr18	19287216	19287416	1
chr2	151682015	151682215	1
chr3	76718436	76718636	1
chr1	67939276	67939476	1
chr17	28001396	28001596	1
chr10	123174456	123174656	1
chr3	195784815	195785015	1
chr10	97655936	97656136	1
chr20	5857795	5857995	1
chr15	91055535	91055735	1
chr3	77105376	77105576	1
chr15	98411175	98411375	1
chr12	24005675	24005875	1
chr1	112599095	112599295	1
chr2	100324495	100324695	1
chr12	63439095	63439295	1
chr4	70460196	70460396	1
chr1	75595915	75596115	1
chr11	64290985	64291185	1
chr11	129835115	129835315	1
chr10	6312295	6312495	1
chr19	21446646	21446846	1
chr19	6794896	6795096	1
chr7	156412315	156412515	1
chr7	23298396	23298596	1
chr11	2118555	2118755	1
chr9	33563256	33563456	1
chr2	57968555	57968755	1
chr10	15208335	15208535	1
chr1	186919796	186919996	1
chr7	143783315	143783515	1
chr12	92320816	92321016	1
chr12	102642956	102643156	1
chr6	111259555	111259755	1
chr6	111760476	111760676	1
chr5	124347776	124347976	1
chr1	204426315	204426515	1
chr13	112708180	112708380	1
chr12	122988616	122988816	1
chr6	136736635	136736835	1
chr2	156908025	156908225	1
chr3	48148675	48148875	1
chr6	68017436	68017636	1
chr12	79763896	79764096	1
chr15	49503896	49504096	1
chr5	111674755	111674955	1
chr6	90611215	90611415	1
chr5	172699820	172700020	1
chr7	26184965	26185165	1
chr17	32365885	32366085	1
chr10	62773235	62773435	1
chr7	151599895	151600095	1
chr3	177306735	177306935	1
chr18	55665776	55665976	1
chr5	29022536	29022736	1
chr10	123142196	123142396	1
chr17	66377375	66377575	1
chr12	70402475	70402675	1
chr3	120884256	120884456	1
chr6	2887766	2887966	1
chr14	67181146	67181346	1
chr12	112391336	112391536	1
chr19	14373255	14373455	1
chr3	8757515	8757715	1
chr10	123829415	123829615	1
chr15	74824016	74824216	1
chr19	12768135	12768335	1
chr2	12717815	12718015	1
chr17	48014015	48014215	1
chr6	20586816	20587016	1
chr5	22093096	22093296	1
chr2	58391095	58391295	1
chr15	88069156	88069356	1
chr2	27971875	27972075	1
chr5	57595756	57595956	1
chr19	7462676	7462876	1
chr12	113760296	113760496	1
chr1	191782756	191782956	1
chr1	160948355	160948555	1
chr8	100920536	100920736	1
chr11	119931835	119932035	1
chr7	14151056	14151256	1
chr12	77249915	77250115	1
chr8	102353935	102354135	1
chr7	141615056	141615256	1
chr12	93625715	93625915	1
chr8	58127915	58128115	1
chr7	16131396	16131596	1
chr7	10120046	10120246	1
chr19	21622356	21622556	1
chr1	194307856	194308056	1
chr3	178689506	178689706	1
chr20	62718275	62718475	1
chr19	36727276	36727476	1
chr8	75163576	75163776	1
chr16	89808046	89808246	1
chr11	98894056	98894256	1
chr2	188236115	188236315	1
chr5	26758146	26758346	1
chr19	36464456	36464656	1
chr2	28130455	28130655	1
chr1	45669555	45669755	1
chr18	2413095	2413295	1
chr6	139886796	139886996	1
chr10	25051276	25051476	1
chr6	20729386	20729586	1
chr3	40809975	40810175	1
chr7	151236195	151236395	1
chr12	128534596	128534796	1
chr8	14660306	14660506	1
chr19	1661075	1661275	1
chr19	4780956	4781156	1
chr8	127546556	127546756	1
chr7	25642015	25642215	1
chr20	62106840	62107040	1
chr14	22010095	22010295	1
chr3	20500655	20500855	1
chr3	132735956	132736156	1
chr18	45494455	45494655	1
chr21	25834996	25835196	1
chr1	195129876	195130076	1
chr17	56780586	56780786	1
chr6	169692785	169692985	1
chr12	10053096	10053296	1
chr9	38252675	38252875	1
chr17	13669166	13669366	1
chr1	168451535	168451735	1
chr16	69720956	69721156	1
chr12	69041395	69041595	1
chr13	86917416	86917616	1
chr2	32204176	32204376	1
chr1	162761876	162762076	1
chr6	87308766	87308966	1
chrX	86957716	86957916	1
chr7	16340056	16340256	1
chr19	8359456	8359656	1
chr6	47421035	47421235	1
chr6	73096135	73096335	1
